show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s1560,Movie,Cuties,France,2020,2020,Adults,96 min,Dramas,Eleven-year-old Amy starts to rebel against her conservative family’s traditions when she becomes fascinated with a free-spirited dance crew.
s1561,TV Show,Cyborg 009 VS Devilman,Japan,2016,2015,Adults,1 Season,Anime Series,"When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet."
s1562,TV Show,Cyborg 009: Call of Justice,Japan,2017,2017,Teens,1 Season,Anime Series,"Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity."
s1563,Movie,Cycle,India,2020,2018,Older Kids,96 min,Comedies,"When his prized bicycle is stolen, an astrologer’s search turns into a journey of self-realization — while the thieves learn a few lessons of their own."
s1564,Movie,D.L. Hughley: Clear,United States,2017,2014,Adults,59 min,Stand-Up Comedy,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more."
s1565,Movie,D.L. Hughley: Contrarian,United States,2019,2018,Adults,58 min,Stand-Up Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia."
s1566,TV Show,Déjà Vu,United States,2019,2013,Teens,1 Season,International TV Shows,"After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price."
s1567,TV Show,Dérè: An African Tale,United States,2020,2016,Older Kids,1 Season,International TV Shows,"After experiencing a tragic loss, a woman must resist a new family dynamic that could control the future of her father's company and her life."
s1568,Movie,Düğün Dernek,Turkey,2017,2013,Older Kids,102 min,Comedies,"On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding."
s1569,Movie,Dügün Dernek 2: Sünnet,Turkey,2017,2015,Adults,107 min,Comedies,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.
s1570,Movie,Da 5 Bloods,United States,2020,2020,Adults,156 min,Action & Adventure,Four African American veterans return to Vietnam decades after the war to find their squad leader's remains — and a stash of buried gold. From Spike Lee.
s1571,Movie,Da Kath & Kim Code,Australia,2018,2005,Older Kids,82 min,Movies,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer."
s1572,Movie,Daagdi Chaawl,India,2018,2015,Teens,118 min,Action & Adventure,A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.
s1573,Movie,Dabbe 5: Zehr-i Cin,Turkey,2019,2014,Adults,133 min,Horror Movies,"When Dilek becomes haunted by evil spirits and loses control of her body, she seeks the help of a woman with dark secrets to cure her."
s1574,Movie,Dabbe 6: The Return,Turkey,2019,2015,Adults,153 min,Horror Movies,"A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play."
s1575,Movie,Dabbe: The Possession,Turkey,2019,2013,Adults,135 min,Horror Movies,"Ahead of her wedding, Kübra is possessed by demons. When an examination reveals more horror, her friend, a psychiatrist, tries to perform an exorcism."
s1576,Movie,Dad,United States,2018,1989,Older Kids,117 min,Dramas,"Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father, Jake, but not without complaint."
s1577,Movie,Dad Wanted,Mexico,2020,2020,Teens,103 min,Children & Family Movies,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.
s1578,TV Show,Dad's Army,United Kingdom,2018,1977,Older Kids,10 Seasons,British TV Shows,This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.
s1579,Movie,Daddy Day Care,United States,2019,2003,Older Kids,93 min,Children & Family Movies,"When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care."
s1580,Movie,Daddy Issues,United States,2019,2019,Adults,82 min,Dramas,"Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well."
s1581,Movie,Daemonium,Argentina,2016,2015,Adults,115 min,Action & Adventure,"In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell."
s1582,Movie,Daffedar,India,2018,2017,Teens,151 min,Dramas,"A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons."
s1583,Movie,Dagh Ujala,United States,2018,2015,Adults,103 min,Dramas,A lesbian daughter fights off an arranged marriage in India while an Islamic fundamentalist targets an anti-extremist Muslim scholar in New York.
s1584,Movie,Dallas Buyers Club,United States,2018,2013,Adults,117 min,Dramas,"Refusing to accept a death sentence from his doctor after being diagnosed with AIDS in 1986, Ron Woodroof smuggles medications from abroad."
s1585,TV Show,Damnation,United States,2018,2017,Adults,1 Season,Crime TV Shows,"During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community."
s1586,Movie,"Dana Carvey: Straight White Male, 60",United States,2016,2016,Adults,64 min,Stand-Up Comedy,Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials.
s1587,TV Show,Dance & Sing with True,United States,2018,2018,Kids,1 Season,Kids' TV,"True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet."
s1588,TV Show,Dance Academy,Australia,2017,2013,Older Kids,1 Season,International TV Shows,Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
s1589,Movie,Dance Academy: The Comeback,Germany,2018,2017,Older Kids,100 min,Dramas,"In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection."
s1590,Movie,Dance Dreams: Hot Chocolate Nutcracker,United States,2020,2020,Kids,81 min,Children & Family Movies,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
s1591,TV Show,Dancing Angels,United States,2018,2016,Older Kids,1 Season,International TV Shows,"A group of aspiring young musicians yearn for stardom while navigating the ups and downs of friendship, romance, and life at school."
s1592,TV Show,Dancing Queen,United States,2018,2018,Teens,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
s1593,Movie,Dancing Quietly,Germany,2017,2016,Adults,70 min,Dramas,"After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student."
s1594,Movie,Dancing with the Birds,United States,2019,2019,Older Kids,52 min,Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate."
s1595,TV Show,Dandy,Mexico,2018,2016,Adults,1 Season,Crime TV Shows,A law professor is enlisted by Mexico's attorney general to join a special operations unit infiltrating the capital's most notorious drug cartel.
s1596,Movie,Dangal,India,2017,2016,Older Kids,161 min,Dramas,A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.
s1597,TV Show,Danger Mouse,United Kingdom,2016,2016,Older Kids,2 Seasons,British TV Shows,The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.
s1598,TV Show,Danger Mouse: Classic Collection,United Kingdom,2015,1992,Kids,10 Seasons,British TV Shows,"Follow the adventures of superspy Danger Mouse and his bumbling sidekick, Penfold, as they jet around the world foiling their enemies' evil plots."
s1599,Movie,Dangerous Lies,United States,2020,2020,Teens,97 min,Thrillers,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger."
s1600,TV Show,Dangerous Roads,United Kingdom,2019,2012,Adults,2 Seasons,British TV Shows,"Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth."
s1601,TV Show,Daniel Sloss: Live Shows,United States,2018,2018,Adults,1 Season,Stand-Up Comedy & Talk Shows,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent."
s1602,Movie,Daniel Sosa: Maleducado,Mexico,2019,2019,Adults,55 min,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
s1603,Movie,Daniel Sosa: Sosafado,Mexico,2017,2017,Adults,78 min,Stand-Up Comedy,"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."
s1604,Movie,Danny Says,United States,2017,2015,Adults,103 min,Documentaries,"This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons."
s1605,Movie,Dante's Peak,United States,2019,1997,Teens,108 min,Action & Adventure,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives."
s1606,Movie,Danur: I Can See Ghosts,Indonesia,2019,2017,Adults,75 min,Horror Movies,"Adapted from a best-selling novel, this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side."
s1607,Movie,Dany Boon: Des Hauts De France,France,2018,2018,Adults,113 min,Stand-Up Comedy,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
